CHARTER NO	ID
18608	19561f627ea5c6ce839ddb22d48ee36d7bb7b1bc
24452	87f0b4a6c95c0329cafdc800702c5ae3a6bc2e4b
661	28903f610228f970292b06382eae94ae10efa9a0
12877	db47f574f2790c593749d47f4b83a689e3102777
18431	aac5484459362d2734315fca61bf6134c62c36b1
15748	d6ac0b9e966ec6cb0748959f87990f7a7eb9991d
24777	31af073608aa20fa57e4074eb557f33ec9db9fc7
11583	30b3ea83c8c3f6a6e3eea10afbf492d53c31f1dc
17000	0b0c50b022c998f403359e7e2f7fc2d901098df2
13778	8a6a597208daadfa2d8dd1337040633d131f8ada
24356	fc027fce231239982b684a744dbbaf5d64b2e556
24373	269a81db97103bc9dc7e8aca8fd3243a1a8cf6a9
6375	5c5e21f67a04de3f4edbab7f46e71d3aad525d9f
11933	28f2974cfb9437f51912a107f6f37c1108dd8ee8
14466	4b7f4ed663371ef0d06c3373bb09bc8c880e368f
24758	16f757a9b67144389435fd031992f7e4eaa39c07
15386	5e2daee3dffea038e884ee05a5614feeea1bd11e
14564	8584c85911bedde8dba1f91976ec0b46c228915e
24670	63ec557251eb3a72de62daf4ebc39fa96db4228a
5263	e058cd50921b0478065dde9a6d072f895cd6f2bd
6671	12eb199365f3e1421d52624895d43c0e8527b8b5
17862	bfd924bdcf30939c89fa1d3b30239a2aa9661276
24120	d23d2892cad528e595dc5203d1278a2107743f5c
2068	27443871965be0ae4bc321ec011d40182ceef962
22351	84c2d0b5c3e230c4afc5cde4a28558a006d33e46
13544	e2be08065255c376d837844b2bbad53aa5770ffd
25025	97c8f685ddba01af763acf0e9388d3ef3b5254e4
47	827bfc458708f0b442009c9c9836f7e4b65557fb
4166	e4ce5f091c3057a3b03e82f4196a29b2c0b6bd75
24421	c25f991d39e003bf03ee3f91d7c663d2aac80cd8
21882	2551b5deb6db61a99877587f574a331abdb8903e
10045	b19eeb66ad614c6197b1b13f27ba297b6e5540a0
16579	5ed2532863931cebe5f5c94e270485ad8aedf909
10004	75186a2e1a40cc782d90af3fdd3eb8efbe305478
3105	62fe577db13fa2dfab66ac892614234f0889e433
10465	f494954618da5b94a9a1b7b45127df29e5fe7450
14328	7a1d7905e3fc0d60a7c6e33e1c7e2b77161be766
446	5a9295d8fa430d03c34c8f7145f47117fb940f31
6813	40c8fef03dc442aa1c5631c9dd52e135d40e1df9
7647	f26122f89e7490480d458dba01dfa100d400b8fe
14786	c5d638602bd3cd71521696e926821572ff852532
9888	9f0480d79cbeb0c2a405a814e518e6b11cdf8c58
14252	562c49e27f7a7477a95dd6395b5c40c92bdd2d5d
21793	91b3fc919345b2846c2ae681daae0a2f0c08f8ff
14886	815d37c48d9ee1dd73ac796a985c7770b9da5db6
10230	373c73f6d6e33ae6d78959f460ab501fc07154af
23182	41a3f64e525a2c0fd41d6b9ec0751a7e11a8ef91
18609	df2f6e6f8b59aa3b9c6b165f5a6976151d927c0e
20078	1eae00c2c67a0baaf8bee7984aa7b0ffaf9d5641
9295	b815f4db4704db2be4965eb84b4fc20ddaa7971b
14275	792b51d899fc956d5b154be0ec87ab89ff91bd48
5052	ff4fcd352b70c29f1b65c7d1702239a5c4a5f323
12072	71b6139626acb575e0a8f67fbe3080787a5a7b67
3248	92a502bcff564f82945507f6e08e701ea23a93b2
10697	5ffc052dddfc02e86fb05be11a91703858cfaa75
3601	c392995fdf7084551e578bee14bda929abb8e4b5
7890	ca8032a4ce311bf7f776f1e97ae3bb06bf3fc461
18430	1cb338cd4bd5cd29ffe6694e33141d150b57fef6
13677	4604d0745403965eb6fe0975c7ba1b7f8db0969b
15407	34b59d65c9d8db3d88c3763afb7c480520787c05
14184	502ceea5d09e8513fdbfb98577fe931539a7fe26
25144	41fde1d273588889a3ec950b3013787cba28e302
14168	53611cc52048d4b254604df3984c9abca04c35a4
14370	8cc46fe966af311e317a8b77f3ca1b7c352766f0
14144	32f184f073eff04c178c585e8c8b764d09746f79
14217	d89b5483d558873a77285dde116dc5bca5289607
13557	4916248d0a6d0899b559c1eaf524fefaa8d361b7
10637	6553ca2a9547dfaf70d8a6eace9e7d8c91d30ed8
14821	4d75d2ab7f76e18291ba02efdfd5ff78a312a8df
14150	9667af25a15e19f504f6a68b7540fce91e76c923
8476	ff928232983f14781fbfc06bfb59b172e53b65dd
18214	138d18c7fe76764063a5c4006489a7a3d62f8789
14740	e5e9c1fb07c9ed543480bbd046aef35b4117d3a4
7337	d0bb2479acb9c85f83dfce721bd3d17562d17732
3640	9aedcf7848d4d66ac35193431068819811c992cf
18162	44f44dd2de0b860edb9b4e68da38e38a34049c71
13675	65a31b1a0e291289805614e56ef528839b9a0fec
17001	40d51a31041dca3f605d374a503d7ad80eccf7d1
5850	132e6d48778cb42ed0070f7687e4fc184f238d6e
14637	efb33be6aaef985e0cb0be90cf578e198e1605b6
15284	173194b84a54fd85d9abe4e0c9fa398e14fb6d4a
22327	fbe9b5bb7381b4c038d2d025b888f92546172cd0
24458	cd233aaa2bfb0107e5820e4a917947840e370c43
20026	41c404917f78c1c89a046abb2a8cb1262beaaf67
13637	d9a6c08362fe4fff38123e22461a642879ac1693
14842	78d47591a5ac97dfebbfb7ebed40e46d26477df6
4410	77af523e549155587ab3036f7db8e5c90493adec
15158	2941949109dc278c886cdaeaecee6dd1a906b7f4
15572	e474d2df5bfbadfa6a4f8a2b7de457e51dc4ac03
4208	e3645f32b13dbf35284ae794893a1b7dc71b0532
6101	0c3438f797b4b64c06d620bf6e202889ff1dc922
15171	c8e65f93cec0d25d720613f527d1b15f07a3a3bb
6030	570a3e528618d879ad7ec0179beb7b3dede2d331
12523	cb3cb41cae14ae400ae2f2da992a60b210e633e6
4076	e04483fa29ce2a62129c0e1624ac1b82fdd899e1
24637	238a154ef156a06a46fda325212df8a2d85a6912
14436	b7ea67bc0e3026519c674d5dbbf0440e4227b498
10406	f64478791229ae8fad5c5d3e31a55f4664719008
13478	f55e0141979e1453fd8da76dc4ad2b9ec1536665
7087	acb381711c815b56ac54499f7190af8572c35b6f
14680	6d031936cc0b694705d221403a26682a3f7875c5
10680	2c433fe1ea147d77562daf5c3a113a91abd13908
18063	6fa4600d192f3a75d3730a74fb332a3ec65ee576
14437	1f9115c6b4002987fd31fb5a0845e42b027c28b1
15550	369d869bd6c427a6fdd534091ee37b028fdeb2b4
14882	ca930940b9b2adf49a6b77d6521f3c1f7a943f74
5674	fab4b594a825554001719778fd897607e50d0ddc
5750	b7f58bdc03119612000fff9c609acdc4de598c2d
16473	bd8705a5d6399da7b39928d393f7c0d2a2b272c8
10408	7aaf44f6b860b40dcae04f4949f44c2c7461d3c2
14833	59076098174a3575658cbfad5e5e90160f05a22a
18278	cf2d3d36ec1f15d46e5d1334564333a8a1ad189a
16487	4a2ae8790b8fcc4ed6696662f2a3a9e04ea67405
11412	bb947f04ef6bb5ad8aae7eed67c725bf183caa20
24475	92fad5d0d48ebb27386a8bfddec511ce4936aba4
13682	893469d27c4b56cc215a847b7668b4674d4ca0c4
8752	bd57ee129ea5ab5dd4b0d29d2a22c58321800542
336	9c882d5c6a1aa240b2672dce0ffb03360abcaca5
14005	4987a4a76bfe75b67bdf044d9dccf5723e37f08c
23681	271468149b723f7311a307ecb3f8d175690688fb
20214	99aee45f95a98af7bc8250888567d3f8bf6e258f
14566	4f12d0bb2cbd786a06df0844b79ef0d31b42a14d
15606	1f0c5c3c6a6c2b4efc3f1b4025926e1f6ac8d432
24257	641fed46231a2680f7f498d031238563fe5d9507
14546	c40be69d57a083120c4c334c6e670046e92b4e1c
5741	a6a371d0c855c59dbb8c6c6296f9de2a05b858b6
13347	4f856ce01140c57b7b765fd9628e2aceb54ba7e5
18558	c9206776ff5bb1e0991b71a6ba4bb6cfff2851d6
20862	0bc8cbe4f7a6bca8c3958bd9e9f8967c3a5df0c0
24671	efd0b0e8ee7b77bf7d286f24615075ab038076b7
24268	804083733cbfba0d8e610de5013924b2370e6e98
6684	04890cff9d5d33f43f90acca27d940e50f1d5620
25152	05dfb6cf9b136ab35f6f54682d5725b12ea5312b
15247	a5df89df2d7be05e1a6bd0fcb74ee87a3e7e9489
25053	d3918389a738b4e770c952ded1ee3e83b200d9f5
23773	5f5d6ad0a1ce297404c8d522ebc5f8e8c3e90214
15401	d2921f82bee63fcb9d09dbb3b76f3db0070de2e5
14062	41f078f59feca8745c2db76072646cbfb5beab4c
6635	0b9a2389c63f0cd78e02e46e28614419651256e8
25106	98d31a4b24e1bda42e45c024d1402269b870859c
18763	92e8a689b7ab4b45f394ae1005d6c08dd3d4550e
2503	600aec6926074d180920749bd113dff2016a650f
24522	8244686892aae17f0a7da901c4522079d11a39ad
24601	b851a1fc4e1e0b45a31d65cdf632178f1e674fe8
16857	a280e14b42a30fcda8a5bceefa053c7d347b8c8d
11443	e1ef65f2faa5a2129f2fa6bdc95e57ec8bfb6d4e
24440	cb273358ab442e1a4a924c51682f715368010858
18283	15b1b1e2c1a7a9e28d0fadec4a7c4f831f57e700
2782	b97f63cdb32dbbaef957da68bb7639d3129df174
8	fe5dbbcea5ce7e2988b8c69bcfdfde8904aabc1f
14330	eedbb8987304a72bbb4e5c8bb7b5bc16b72eaa3f
20622	a836c88bbceba27c98bdd8fd930bfb8aae6e0d87
25051	81f1183bcc9a9529ada09118e65ef48853e88287
14761	e410087450421e22027c2961a6bad0d2183200ce
23183	19c16d1fee122a2c5bbbe55c3688c08a4a3f9aa2
15168	a8719af6f0bece7357b4da960b9a8e1169b10d74
16357	a220684e782a74375c752833a4cc0c9a108d9f05
17106	477cd9cdb6d6b33483b76f0cc5f39f1a159fff32
23038	4ed00a639ee339e718d3e1861c23160447fc99d4
2360	53127afa9428c4b39465d8faffea4891967fdd3d
24131	968b422df77468362a96cbd8efe5e34a12d0c1fc
22210	39a128e412859898ba91aec689047bb5fc2a3528
24573	9ea0eedf0ac0a8481773670ef9a7ee3528775b73
24338	d6b36303064e75fecf93b7922ce04ed08d024aa2
4265	232aa8fdec7dba8e16449e85cfc5077b48349e19
24378	590e61801a53d42c28c2a1f1d0b6fccb50c2197e
5425	55d65604cef307475935503f09c9ad9dd2f5ade5
23516	0a2c66ddb5e00b2cb41faeeee807d2319990abc3
17606	7aae4aa488bba5c8ee6776979dc2915605b7e50e
23730	1b9f48c30f1d5dad93f1994016aecb47eebefd8f
17611	4d49a18dcf25a21f803b7f76188bad6742185ecd
25153	7f6f51f4f43c996d6abbaf115798bf55b69b3590
14488	0df618ffec5d1905959f5d74e2e949f74b479ebc
13838	e4abf5191bf8e65de7cb35d79bc3207c8b7ab7b9
18484	cb8bba37f14aef527a0ec6b404f0a05723199786
10354	f456edb70fa9c590969d9e1f3012d972f96cb056
13835	c3ff053d9bdf7ebb58abbdbf4ee709c592e9ded6
6417	5a925f457b67d9dc9a3366dac55f2b93e12f49e8
17176	fad3c82523f26553f76e138d8de1703139b05603
21541	50cce10298956dabfa65334f0a30c04d35778fe1
23523	72691c318e3fb7a35612ec3427263c2ead50c74e
25145	3d287c209cdab53812b88c63c828a2a2a39384ea
14109	4c690d9670e4d2da03ef5614855ddb722b1cebab
15070	b0d8aaf584aa2e63867dc82e03b8a903ec70a1fd
14617	d19749625a118ef7f95714ba5bc4c0dcddbfcf94
21158	daeb64252e2ce5aa13d6a6358ba2b5a91bab6237
1354	397d13d9aee3ce3572a22022f4c50cf8553a668a
23645	f0659b0eb4bc731b422cc89a9d29b0d4d23f0811
22770	96171ba9ff16841971312d0f1029f3ad04cac1b2
15161	6220bea733313610298742c6c243c7630df3d0d3
23421	ffbee2a45b06a7c6abb457cf7b5251c966fcaccd
24858	86c0e7bf6c8fe5b758eaf970e8b36af5fd010b3e
16840	baa55ec1573c751238bfdf186ba7e4a16e84ee41
14240	cbc0ce49d4264009a3e23d38a40fb732630685b8
6112	ef8d417081b1cc85c566e3b3aa754a8c1065d4d7
5073	006e9c3a82f814fa415bf832e346c8b2fb2f1c9f
24107	bfbfe62137311f6b9cd2a684ebfac6e8da0c960b
23547	e6df36d06d4d3c3145771166685e22455d02ee41
24626	131ad0a71041eb03646d11925888f635af7078cd
6863	80eb7282fa375b94f0e5d2726f61f9d98af0f7a9
24372	90ee8cdf18aec44405f45dcd1d3e0d75b1086b11
25150	f3da1db29d9021d2ac41a03b7eaf588fd68b78ee
24730	bbbf516cbcaca775dcc39bd3ef9a7faaf8933e4d
8846	47a91feb530b24c5cacac2d335c9f3515cef79b6
24646	752ff6a68b88c091dac16717865092441e620325
23702	7e151ba6b3ba2d7d8b570dc27f41e0cd67b75522
7748	d84b2b89c8578c0b17b31157f6637bd4d7153294
20010	9e1af8586e5b4f5318e1c3c6d4a3ce305427ebd2
22545	abbd55e10755b5f5ac6f6d27e1e4e4c29d04d99a
14418	1438a4c06131a032ba30de97df64f56aa69e84f2
25103	a866c4b0daa49e814c6782588e7d4509a2368628
15058	9406da89570b14321369b197c9f569a3f9b52de4
21060	07e2c65734c5947da89571c512405bb3d72ab3ed
1316	6439568bfd104c0e9baab0c665a53866c8ae220e
17735	ab5bfed9330dc36545adc348b8ae98f1a5454226
16405	d16d2ecc9ead725a8fdbb4f7c66d28392b73c1ad
6207	8188ad31243727ca082102b00d142b541e623469
24583	f7641daafd9748048c99bd6c94393d7dce958e2d
5886	1fec9b8dd175d565a1e9d143698e908f58a7fb1e
3717	c464a6a0a28073fb8e4a26db2da76d13c53c0dea
24771	08b73abd63d1f642e5c1a6e66d09fd163131731e
23416	43e1c9e049c6980094d5c386ac8c61882897c293
15482	e597f1758002c9cdc0e9d9cb5b5be220167b5ed6
5815	cc28fe0208ec7f650e1bd52ae10c4abf2e7a3c04
25022	1f2c45e0c3c2f3a2d54b8549b3d6f64e483701e6
21530	7bff14685f3fb8201fb93d509411d3afb9577509
12810	a5357a26158486a9025c2e71b1f15fcc516470fe
24150	a104cfa5e0b6bd68f18e68f803e3e8ad1b691a19
14838	73804e73085e11f27854b7f3a872b0617a2fd0f9
24310	afe7e481f10c09b308863c25e6a967fa659edd5c
14578	2cb1e86df01b09755e1d113364144c5687a0ed03
13650	8e8428360626860dcd1239c8e48d2c1491df0a41
23226	4087b449b17a98da0c86798c66959642867e0e17
24010	9924f68dbd4b19b87e3b81dc800bd11867700071
24264	dac78d92c08ef20197d12a0c2234fd5c88058517
10834	bd2f8419585af182a5001deb23aa46205681b1b1
24737	1b3207a489ab83d46f74864b9bf0c3088652c718
24430	8fd284ef8d8564e89cbe9b7e6485d8d8f9f02ae9
11833	21cd03577db0d198890a8c7f009e8b1aba200e64
15651	cc98ae1c940246900f06aced15c55683ff0265db
14012	ea7e608779d0e20fd191e92318aece68b1aeb8a6
12346	94ae0a96d83a445d72a93417b63ac90d79db5eca
23081	e0c59d7bb0d0172ed7f9c81586c921fd33904118
18045	8616a320de7733c9f89cb229caddcb205b67cf8a
18607	c8e816f5c6ae4fb3e9c027e8f230474e21f58778
23457	743cbc40f3a66857091d82207901a6815f1af54b
15576	dca9ec9fdba2232866c5da9616b028b0019b787b
23458	b03527ad1215ff8cda5e970346feb65357416628
25075	7c505c293a6b612060b862063fb7fa89e77a73b9
24627	4e63ad78933f80c6b514c7508fda6b00ee951abb
14302	4cdad10b3289c8c9dd96ee3eacdd71da978d6a75
12044	cbfb0b5276414fb620dc35ef0122d178848221fe
24833	b177b6c5c82d71a2b5d4ab1c1bbca759a2672db3
18154	3011bd1c29c31758701d781ca03740edc619dc2b
4742	d289f071936e9abc61411f4cc5232e4d964277b5
24350	76575ebfeb20195e6c844d5028c6edd452a98f80
24467	08c42936db8ff2faf06ab3d76db60b58628aa147
23253	5d3e11bc1ff6b0d6121eea3c2649d5387fe4a674
23363	a21b1b554558a32c7f1fb02327604700f264cbf4
22611	d0b9396574c6cd072c66e06681edf3bd36134e63
20157	1484ff80fec5e846ff1d8f47bf19e000a3a1958e
25114	a96c28e4d5a28f768126d64a361fe71b3f8467df
10476	f7337e00f0c8632662b94a09c56489fe82b65052
23248	4054ece97aaf0de64b4f9504aae88fb91dd8b7e4
24640	22402daac471adf19fe0ad36080ec217f8b64e6b
10420	a6e8675363230505c31f54c603ae4fafdb08c1e7
4701	e3583875137172f908b4f46fe85781e5fa424b61
11879	30d8d47425bfa2fced3bb4aeaceea42362f11326
22807	04ca88f2cacb16b1bf715b5fd188e00f8d3f2864
12308	ac34a5ecfc3ef09f96ff1b570f2e9f4b8670f24b
24465	e36bc20700d16e682526e2d09b7072d6466e6b43
17043	0258ebe69fa134de0d2781fdd506e5a32ffae22e
3711	769c924dda383a378a63ab2433f72be8e17a0190
13770	38daae1e3ed28e7840a6fd4a0d6d9faf5a07a0fb
24526	b4b9ede9dbdd4a4292e6b2064251b131ef494f61
7827	226d058ce8c2393d3bada491cd1e90572d0f32b1
13678	4aff3d765eb7d834bcda301c3b4c1ecd98473ca4
2311	31d4596aaf7504ba33b2b1e75aa1ab1f08180eb3
3817	c24af675e00a3f95ef63f223fb9c2cc8d6455459
12158	5ec2a4c19fd2ffde1f89b4fcf7ae9f36329dd2e0
10034	6f2cdc0d4c342acc8126d47b5cf6a92c49749eb2
11573	a9c23f7507bc42d585dc326bb3727c2dce600d98
10216	c5e0ad3ce9381527284f5fd336a0391356570bd9
7266	70ff8af3d0b728131eb35b2d99d8260410e19804
14255	1e5f278fc5185c5f02df69e76468e1a0ebfc9da0
11544	7658e7403c98e277d0da178421e677aadb180ae7
13847	9d4bb9d2c72c497dc96979139a23ebcaf401c9e7
5753	52c1431011c29892d30e8770cb8196c6d321f3dd
5276	11c5ea6f77806e814af43126841897c5cc874d07
8745	3ffe509517936b27abdb5cb74f219bbbf5c7e221
10806	1c278ce99cba595fd77ed517ccfb6967b1c87b7c
5275	451e7470b4f5da501cd95543e8a874c4fb1aa542
8573	79c48bd91a34f149ce5a4bd91df64b8acb06e5a6
10536	19750b14859577db3606a187cc4267ca4654762d
1323	85749e85b601375fbd6d6cfaf6694e582e08d0e6
2515	e73aec43aad5e460523701e4419ec45d05360501
8606	389faf4ca4a7ef487f69bea497e6bb740710f3a4
9767	c0480ed98ef3b2af53ab20b72529bfd6cd02d858
8221	e87f1969aaba333d05896d9d1545d47b4b2209e6
12456	e83e73c0bd162890dec69b2ad4a039002de84fb2
3654	64ae02701b7beecfdb6166cf4b5cfdfa88eb4093
5481	40982d84a9bfefd3a4ec86bff299fce097026114
4271	30f732d7d66e65c73e0a39e1cf1220ef9fcc60f0
8345	d7cad00f0ad124d918924bfda7922223b83424f6
2488	5b243020a372ffdfdc5507633050e668faa674a3
18783	924b5c58e0497ddd1f8d08787a31e08a1e2cb786
12850	f98a90b447683f847127620dc838a04e219f4318
7379	319f173850f1260974086f6f4783a41f66a5ba28
4994	7d803a56c0e22b6c81011b87e1ce43dd8704ead6
3806	def17c3a3a1b054b8ad8ffb938915b6800541dbd
5547	32e7901f9f34b9d7d6acb4b26e062e06ae6a160d
2725	fc339cfad6bffa85d804db823d8f387cdea57cb3
7115	658c6a496e20697fd070e52ae99a29ccc919d43d
5252	82c94c8162f8c3e054a22f415d6f0a62965e6d4b
324	914127d1002e9938e2e1ee54cd92fd8195a248b0
11001	9de8ffa52635e6e35d9a65911541218a18fe595f
4704	0608e230d59a7fa3786f9fe341a14df7b71e6c08
14244	87c4769e18f97a59d92bdc70c3dd3fdcf8f8218b
14268	5ec20b0bd01986da656e0dddc80a485602b48e4e
13046	a4c6c8f246c23fbc87c8253d440dfbac7c2fe847
12636	6998d2b100dcf7c310cd8d55d2de8397709f0522
14072	465ee6d3ae558ed806bd35cc5f608e6788ff3bd8
20838	21e34dd1da91bbeff116047312e02c8419a2e2f4
14310	927dad5b07fb85f2a41e45b3cfa836f5767c0551
14222	bf6db25c51af17d3183ea2bffdba85c75a23cd00
10823	66df6290bbbce36379b644626e0aa8dbc314347c
5786	ff7dc125afd07f6dd43da9fa8a09809e96d41789
5316	47c50e4abef2ec1e3e6f2ae2eb253fac11be51ae
3533	95ad137911a723d1df6118522ab29da20e4cbfb4
13202	edc00d2eafd416564ffbe9fd595ad692e83a0add
2302	40bf252ebc68d2921a7e909064c29fd95a1820fb
4241	858011a0f35faf85ad57bc7e1190038c4f36e4b2
3231	1b251f64571dbb68522f1a08d3fffde0e855a306
