CHARTER NO	ID
5582	6cb41ef133e4da60a92adfc85830c16e614b838d
8830	fb7bb70ac8c6c337a9bfa1aff9fa44276ecef81c
11622	c989dfe912c575016da00b0c0c50d6924731269c
8322	7259dc7824a615a28a72c33ca160ab836a6a6718
13802	21473632324398c439d7d5b463b6a6d733238496
6487	5b1537e128fb3f98238b1aa0ebc1214d63e7e5b7
7534	c51ab999fbe75d79d8c39e7cf9f2a0568bf91c57
8575	eb99fbfb4c5ecc3cee58a99c2151aff8cd1cf2b9
8757	6a609d8ca096ba3d8fea29f52eb8bd7118a88c14
6707	217a2089eed1fd0f407ea853a29608b1cbaf9bb2
8561	1b026fe0075f9acf7939b8b85423e8fb8bb01949
11571	610ca41935107238744585145880eb7eeec257c5
12141	8883cd9d4b95adce75ea34ab77b6672de65b5146
7045	7dd7f82036974e55021f0715f185094a928cd55a
8624	0447d3298f38d3ea6189e25ffc198814bad790c4
86	3c26dffc8a2e8804dfe2c8a1195cfaa5ef6d0014
5288	a7ae8d1e41c691a72f9f746c3dc482182001a7f7
8521	5e4d0cb5cd93441a19f150351172ee309fde24f4
3727	4d2fdcb7ae398555b233547c210bd7c827b4158c
1083	9bda887d240782244c93a03f3cf7f2727c71daf5
7592	265b2fc80235ad74bec5f0ca87f694d9c56a4e68
8671	39c160cc462c6d690e3433feaf038a23966c241b
11822	1767315c6625dff6cafad0c8caee9d1ce84d398b
10566	fd54cb068aa8e75aa603f9bb94e24b4bb569cfc8
12384	800ecda24ab67e8319d66220670fda50e70e3ad7
3180	7b1a65ed3b6d0acc6e6e7dc87eca54cd20023067
21165	496d1d16e890fab02c2392ecb23942eab0c7b0d4
7768	49382b4dc023530e8ceeed7cbf85ef4563ea138a
8161	bd7ae8caa0965a708c783aa90f68b31d710c4c8d
347	1b04f217730b9e677ec7021775bb6c2c8f8ca543
11312	f73e964e649438e514b696d7df9068b3bc6e5548
6171	4441feff03d5ca4a8bf51b00584298f071c826bd
13126	cb83e1aaaa5b3312b1a7f577d3a1bd279877e980
7605	8db4035e0bf629edaaa7a2f4bdfbfaff7a4e891a
5528	42ac7a101ab2dc5355a64b6c5947aaa0cd195c2e
3455	8e2037bed1e5a16949efb7cda0a9271d64cfa562
46	fe2ef495a1152561572949784c16bf23abb28057
15765	5360383083296ae127e90bbb6ab9a3aeb8595787
6488	f5d77ce88396b6c7a710a225c57c4e634884043a
2221	053f7d6e260d62b35b0154ac51a5b63a4c4a4932
5774	33f8bc4e3809eee8e0a01af23941e331b78b4a84
13102	3f80456d203834630a9774dcb80d8399840ebdd6
2073	89ae61a48b04df32fe0575443f6333e2f974fbba
11754	6535d16fbbfffa1afdac1a7ba714cc9a87df2665
228	cad06f3c4901bbcd4a396dd83c4544a146d6e3e8
6837	78a4f14859cbb166bede93e5e69300b169cbe6f5
1154	93e35532e8c27da7267d6a073da0d909da11a4ed
11343	ccffa31d0dadb683821201adbd1f8a2021b86274
5224	68ecbf29bc06f656a27369b8fc67a4396c5a9c1a
4155	42f5e65d1023f01ceb92c22a466be50b50984750
11125	b109380306f405b24e9916b4d8c955890ddabe9d
11706	ff6220b5b01749d12d0d1f7dee9f333a84956fa8
11348	b435388ab8179e7944d772cc9b3bc0514737e694
8808	63d0e5111cab6ee169b598ef1fba59b19059da90
3855	798e35637e6388bf9aa0c15f6e1ab4158e17ac55
5628	426c89b7c22197a7d476a899d98c7f668ac43230
5466	52dc2eec697d9b81d8238a6f78a629e480b6a688
15000	271593a69439c052d4de63e50c569060dcd78e91
7015	da66b4c75553e62cad9e64075def6b2ce20ad495
10161	18584a68b2d50971e7f82eadf2a8f38b0e4c5dcc
3886	3483ec9796f54932501445fa029f51d6b50eb20f
7217	b1c89d95006bd349e720258b0d2621ed8c5f91d4
11383	5f72b8a35e7df7ad36092043331f018d337f408b
8114	010c1687e449ea3a835019d1dc6862c42f7eacfa
13706	dd200618f17586e7ee46be155e0c983e044e0cc2
11305	29c4e8695dc7c85f853b1a9d17e29465be32860a
6544	765d44a9ded6756ff63d6e589bdd59e0174c1bea
10180	95622493d196826cf2b27c37db6a5ded42cbf841
5635	b361a327c5cadb7142518c8324edcd9227f41f97
2477	78174657279064d99abbfde9a469bda193e9d17f
6830	a57822494b6073f200d51afd3f462fef9acc7ffd
10807	1929a00540f1b0db52f1803864a9eb19095833a9
14757	1dee9f375dc19c863ee59957af0d8e7de60dbd57
23864	40615d3c7c6be3ccd517017d1ff0fe30e4d6c130
24173	122003c2ef043e2a1943cbb62e2e691c90e520aa
11642	90717178dd99b211000d5279456016ae17931bf8
14035	289f7c2bc11a1ec8a9d49058626ed542fbc0900b
2242	81eff785d55afeb889189ba6d382f249771c4b1a
5842	18b3034ffe4568fde21f3ce41fa5aa600f4fce64
14351	c33907946bf0578a45cda11950aa525d73018667
644	4c8596c838c9d498b000d5fab25d2c2ea657588e
7745	f9fb401dc1658ee851860f6f8c9cb1eac68cbe97
7814	4ee91a8025401cf55259e7b7ec9ff0d2993ade99
5614	d8f124d8fa70663071bdc80719d44465ac0b2757
13111	a00a0727ebedffbdc2f6f1be1c5d9015123138ea
11715	010b5bc41bb4bae5fd5130637d5b7d229bd67052
13541	1eaa9abe002c49525e537cb4653ee188d9a2e9d8
1027	e194ee413805ba5a6aabf4d34db2066149dc0369
23202	81646a00f3adb6c525708199860fea0bfc263db3
4860	ffcfe351b0fdac5d8f8d204046564d1070bb80a3
24827	f2ef4cb267c8937d415df8cd3cdd9face3ab61cc
14788	78f5b6ee889c6abf3b3a486adfe764f8f1142a9d
22652	850b33cfbe2d34c5492c090cf3d704dc80feeeb1
3147	d7e94e1f1485e03015d366e46ad19ce7e0857d3a
16226	c4d3660a2febc0d30bbaa7737789bad6b8eca191
4107	d56fe91441a94395b6e0c3143b75aa76c375c79e
1214	fe025dc13e5c9ab0d0625cae795d5cb0a0444b1d
12471	321334fae65176d0046c14de2f4a3d43d3c8b612
7005	040cf8079ba56b68c2c75728b22904eebe31ee87
11780	d6b67f8fea4b1ecc33982b556cc13bc89cf402a9
12267	ad59e00e8f6240cd305846522b49628cc731f27d
15733	889d27d7dac2e931455975ee9c850cf931348831
10051	f87c3c1bbda07013241250d5b6154b9de7838988
6667	76f2078abcddac362c694aff456089f0ae679124
5658	051064d1f5d521914f7122d75e13be2f535b38ad
5413	644089cf3f9381846585e0856dd95ca59012fdaf
14315	75e76aff75796fe4afc59bc7af5764981d780185
3124	ddca0f7ce8e8438c7b9d01aa7ac8309704b6b871
13022	78672debee3c5dc799b4aa63ea5586e9ce7d00af
12543	81586e09ade9f02455c35a106f337c60d918f6c2
12742	ad42317852ee8ea983f1730bbe4410dc2c1414f8
22281	0a0bb8baa29afd008bd043826dbaca3dfafcd9a8
22241	678588b346410965c56815461c92bbc57deb8592
12018	e33050f8798f4082733df9553dba02f841b70aa3
2036	ad707ee02cf3c3a30babb2e4259100a414e7ca67
5203	13382057eb887ce83b9d12e240a581a578ffa191
22883	1af89d07392d251493faf0baa2a78d0eece8f6f7
25143	e03b07031051c4c5be256db6c6810d123e455c64
12437	6aff6bf4a06ddbfdb4d726379f64b5fc9924ff7a
16708	212780a5422c67b80d17d5510fab86c8f2f947a1
15738	9afaeb7e0d11e954e724043d8b242e990e70db1b
10523	5f8f484b128e5cba6c4acbd8d2cccda9ed238683
24	4d134bc072212ace2df385dae143139da74ec0ef
23412	0323d5faf760802d831d96048b7c400549c1ba63
23604	e310fc591b7ad6bc9de6f282f9c783b3ec1a6c96
22874	5a30bd412c28318d29799193e23628fb619797e0
24047	a59922f46f910287c03107686b72ca3d067c2e97
7236	9f87ed8ceb3dd4e0b6176caa155ea0c1f5644263
24346	0b27720a36aa609863742c0838d2cd70e7f6bb8e
25160	d1ea0df5d05fba1ef82f7b6dff187ae1e84c0b84
21008	e58b2c94bb6c7a019f0f4fa3835c8209ffeef266
24121	ee26b68529680b6a0e334831912806778f51617a
17174	1db34efb7088e7b706ffd0dbbd8abe859b048cc4
13443	6fb3a6f9210ae16755a839e3543f3c7c7853d2d4
23616	899bceb241bb1acb6a06e8759fb278316c014cfc
25073	e29f29dfa89bb70a3728fa1de40dde4fbb10b5a4
24685	d53717753db5ba0cec2de374524ef0c54799bcc2
17202	c6ee38be88db2b32c4bf8065ab27af7cc1c38822
11668	0a74a4ab8639ed3b8b1448ab0d5b2d4de0e32c9c
1	356a192b7913b04c54574d18c28d46e6395428ab
23201	04ccdeb185eda3e3cce9aee934f67e2860905701
24185	d77a539282b2e28260be683b9c9bfd7718f38b14
24683	ee60464fb290630533f3ac6f7224ef217749a491
6352	15266f95a279361b1d98843a4b30d1d5aec98361
13116	9bf5083cf00c7ffb042aa665fcf2808d3fddf47c
10971	a547ae72ceadc672e59a101e8035d9775fc630f7
25142	652859d493d593ba29caff4e242993cc038bb3d9
10865	ef09670181a75eff771b1b440e91757a333b002d
24343	55be43a2f311fb90373e609ee86cc4f8704f9f3b
4341	a3c704680e39dfb4ec3117255bd797bf1586eb22
